"Artist","Song","Популярность в США","Популярность в СНГ"
"IAMX","Stop it","0","0.02"
"Oxxymiron","I can't take this anymore","0.28","0.02"
"Nirvana","Snow","0.14","0.04"
"AC/DC","Hello","0.24","0.01"
"Led Zeppelin","Here we go again","0","0"
"Led Zeppelin","Incredible","0.14","0.05"
"Deep Purple","Summer","0.11","0.03"
"Michael Jackson","Cold Reader","0.17","0.02"
"Muse","Well","0.15","0.04"
"Skrillex","Группа крови","0.28","0.02"
"Slipknot","Мама","0.17","0.03"
"Stone Sour","Вокруг шум","0.15","0.04"
"Avenged Sevenfold","А я и не знал","0.17","0.02"
"Alazka","WTF?","0.15","0.04"
"Greenday","Deutschland","0.29","0"
"Ozzy Osbourne","New-York","0","0"
"Body Count","Clown","0.29","0"
"Heaven Shall Burn","Nice boobs","0.15","0.04"
"Blind Channel","I don't want this","0.17","0.02"
"A War Within","Anymore","0.08","0.04"
"Mayday Parade","Rufuss","0.18","0.02"
"Silverstein","Mann","0.25","0.02"
"Apocalyptica","Stupid things","0.29","0.02"
"Captives","You're strange","0.22","0.02"
"Nightwish","Zombie","0.17","0.02"
"Moonspell","Plague","0.21","0.03"
"Machine Head","No more","0.09","0.08"
"Machine Head","Спокойная ночь","0.23","0.01"
"Viscera","Моя игра","0.17","0.02"
"Phantogram","Smells like Teen Spirit","0","0.01"
"Ivy Rye","Highway to Hell","0.17","0.02"
"Boston Manor","Smoke on the Water","0.15","0.04"
"PVRIS","Brick in the Wall","0","0"
"Fever 339","You are not Alone","0","0"
"Asking Alexandria","Hysteria","0.15","0.04"
"Bush","Kill Everybody","0.18","0.03"
"He-Nis-Ra","Unsainted","0.28","0.02"
"Nova Twins","Through the Glass","0.13","0.02"
"Nirvana","Afterlife","0.22","0.01"
"AC/DC","Animal I have become","0.28","0.02"
"Led Zeppelin","Fever","0.23","0.01"
"Deep Purple","Anastasia","0.22","0.01"
"Michael Jackson","Raining Blood","0.09","0.05"
"Muse","Bleeding","0.15","0.03"
"Skrillex","Sandpaper","0","0"
"Slipknot","It's My Life","0","0"
"Stone Sour","Headache","0.17","0.02"
"Avenged Sevenfold","Silence","0","0"
"Three Days Grace","One","0.24","0.02"
"Bullet for my Valentine","Cold","0.22","0.01"
"Slash","Solway Firth","0.17","0.02"
"Slayer","Why not?","0","0"
"Five Finger Death Punch","Stop it","0.24","0.03"
"Fozzy","I can't take this anymore","0.22","0.03"
"Bon Jovi","Snow","0.26","0.02"
"Motionless in White","Hello","0.12","0.07"
"Falling in Reverse","Here we go again","0.2","0.02"
"Metallica","Incredible","0","0.05"
"Korn","Summer","0.05","0.02"
"IAMX","Cold Reader","0.15","0.04"
"Caligula's Horse","Well","0.24","0.02"
"The Killers","Группа крови","0.23","0.01"
"Halfives","Мама","0.22","0.01"
"Blueshift","Вокруг шум","0.15","0.04"
"Soilwork","А я и не знал","0.18","0.03"
"Soul Extract","WTF?","0.29","0.02"
"Infant Annihilator","Deutschland","0","0"
"Red","New-York","0.19","0.03"
"Ocean Grove","Clown","0.22","0.01"
"Stigmata","Nice boobs","0.15","0.04"
"Кино","I don't want this","0","0"
"Баста","Anymore","0","0.01"
"Каста","Rufuss","0","0"
"Oxxymiron","Mann","0.17","0.02"
"Emmure","Stupid things","0.05","0.08"
"RAMMSTEIN","You're strange","0.15","0.04"
"Emograte","Zombie","0.01","0.06"
"Oomph!","Plague","0.17","0.02"
"Fit for a King","No more","0","0"
"Code Orange","Спокойная ночь","0.27","0.02"
"Aviators","Моя игра","0.24","0.02"
"Kodaline","Smells like Teen Spirit","0.28","0.02"
"Led Zeppelin","Highway to Hell","0","0"
"Deep Purple","Smoke on the Water","0.1","0.02"
"Michael Jackson","Brick in the Wall","0","0"
"Muse","You are not Alone","0.02","0.05"
"Ocean Grove","Hysteria","0.13","0.04"
"Stigmata","Kill Everybody","0.14","0.02"
"Кино","Unsainted","0.12","0.05"
"Баста","Through the Glass","0.28","0.02"
"Bullet for my Valentine","Afterlife","0.15","0.02"
"Slash","Animal I have become","0.27","0.02"
"Slayer","Fever","0.09","0.04"
"Five Finger Death Punch","Anastasia","0.05","0.03"
"Fozzy","Raining Blood","0.08","0.01"
"Bon Jovi","Bleeding","0.05","0.01"
"Motionless in White","Sandpaper","0","0"
"Falling in Reverse","It's My Life","0","0"
"The Killers","Headache","0.05","0.04"
"Halfives","Silence","0.15","0.04"
"Blueshift","One","0.2","0.01"
"Soilwork","Cold","0.24","0"
"Soul Extract","Solway Firth","0.24","0"
"Infant Annihilator","Why not?","0","0"
"Red","Stop it","0.21","0.01"
"Ocean Grove","I can't take this anymore","0.15","0.03"
"Stigmata","Snow","0.24","0.02"
"Кино","Hello","0.17","0.05"
"Баста","Here we go again","0","0.02"
"Каста","Incredible","0","0"
"Oxxymiron","Summer","0.15","0.04"
"Motionless in White","Cold Reader","0.21","0.01"
"Falling in Reverse","Well","0","0"
"The Killers","Группа крови","0.2","0.02"
"Halfives","Мама","0.13","0.03"
"Каста","Вокруг шум","0.17","0.02"
"Oxxymiron","А я и не знал","0.02","0.05"
"Motionless in White","WTF?","0.23","0.01"
"Каста","Deutschland","0.15","0.04"
"Oxxymiron","New-York","0.1","0.03"
"Motionless in White","Clown","0","0"
"Каста","Nice boobs","0.23","0.02"
"Oxxymiron","I don't want this","0.15","0.03"
"Nirvana","Anymore","0.13","0.01"
"AC/DC","Rufuss","0","0"
"Led Zeppelin","Mann","0.07","0.02"
"Led Zeppelin","Stupid things","0.26","0.02"
"Deep Purple","You're strange","0","0.03"
"Michael Jackson","Zombie","0.28","0.02"
"Muse","Plague","0.28","0.02"
"Skrillex","No more","0.08","0.03"
"Slipknot","Спокойная ночь","0.15","0.04"
"Stone Sour","Моя игра","0.27","0.03"
"Avenged Sevenfold","Smells like Teen Spirit","0.26","0.02"
"Three Days Grace","Highway to Hell","0.21","0.02"
"Apocalyptica","Smoke on the Water","0.01","0.05"
"City of Souls","Brick in the Wall","0","0"
"Four Year Strong","You are not Alone","0","0"
"Spiritbox","Hysteria","0.06","0.02"
"The Animal in Me","Kill Everybody","0.12","0.05"
"Invent","Unsainted","0.15","0.04"
"The Anix","Through the Glass","0.28","0.02"
"August Burns Red","Afterlife","0","0"
"One Desire","Animal I have become","0.13","0.03"
"Shezzers","Fever","0.02","0.27"
"Nirvana","Anastasia","0","0"
"AC/DC","Raining Blood","0.17","0.03"
"Led Zeppelin","Bleeding","0","0.01"
"Deep Purple","Smells like Teen Spirit","0.18","0.02"
"Michael Jackson","Highway to Hell","0.3","0"
"Muse","Smoke on the Water","0","0"
"Skrillex","Brick in the Wall","0.14","0.05"
"Slipknot","You are not Alone","0.21","0.01"
"Stone Sour","Hysteria","0.21","0.01"
"Avenged Sevenfold","Kill Everybody","0.19","0.04"
"Three Days Grace","Unsainted","0.16","0.02"
"Bullet for my Valentine","Through the Glass","0.16","0.03"
"Slash","Afterlife","0.25","0.02"
"Slayer","Animal I have become","0","0"
"Five Finger Death Punch","Fever","0.23","0.01"
"Fozzy","Anastasia","0","0"
"Bon Jovi","Raining Blood","0.14","0.04"
"Motionless in White","Bleeding","0.22","0.01"
"Falling in Reverse","Smells like Teen Spirit","0.15","0.01"
"Metallica","Highway to Hell","0.12","0.03"
"Korn","Smoke on the Water","0.02","0.01"
"IAMX","Brick in the Wall","0.22","0.02"
"Caligula's Horse","You are not Alone","0.24","0.02"
"The Killers","Hysteria","0.22","0.01"
"Halfives","Kill Everybody","0.14","0.03"
"Blueshift","Unsainted","0.23","0.01"
"Soilwork","Through the Glass","0.28","0.02"
"Soul Extract","Afterlife","0.28","0"
"Infant Annihilator","Animal I have become","0.27","0.02"
"Red","Fever","0.14","0.04"
"Ocean Grove","Anastasia","0.26","0.03"
"Stigmata","Raining Blood","0.09","0.03"
"Кино","Bleeding","0.21","0.02"
"Баста","Smells like Teen Spirit","0.12","0.03"
"Каста","Highway to Hell","0.13","0.02"
"Oxxymiron","Smoke on the Water","0.26","0.02"
"Emmure","Brick in the Wall","0.25","0.03"
"RAMMSTEIN","You are not Alone","0.04","0.04"
"Emograte","Hysteria","0.16","0.03"
"Oomph!","Kill Everybody","0.21","0.01"
"Fit for a King","Unsainted","0","0.01"
"Code Orange","Through the Glass","0.25","0.03"
"Aviators","Afterlife","0.01","0.04"
"Kodaline","Animal I have become","0","0"
"Led Zeppelin","Fever","0.18","0.03"
"Deep Purple","Anastasia","0.23","0.02"
"Michael Jackson","Raining Blood","0.22","0.01"
"Muse","Bleeding","0.06","0.05"
"Ocean Grove","Smells like Teen Spirit","0.11","0.03"
"Stigmata","Highway to Hell","0.16","0.02"
"Кино","Smoke on the Water","0.02","0.01"
"Баста","Brick in the Wall","0.2","0.03"
"Bullet for my Valentine","You are not Alone","0","0"
"Slash","Hysteria","0.24","0.02"
"Slayer","Kill Everybody","0","0.02"
"Five Finger Death Punch","Unsainted","0.11","0.15"
"Fozzy","Through the Glass","0.09","0.05"
"Bon Jovi","Silverstein","0.23","0.01"
"Motionless in White","Apocalyptica","0.14","0.04"
"Falling in Reverse","Captives","0.02","0"
"The Killers","Nightwish","0.13","0.06"
"Halfives","Moonspell","0.03","0.02"
"Blueshift","Machine Head","0","0.02"
"Soilwork","Machine Head","0.08","0.05"
"Soul Extract","Viscera","0.27","0.02"
"Infant Annihilator","Phantogram","0.14","0.03"
"Red","Ivy Rye","0","0"
"Ocean Grove","Boston Manor","0.14","0.01"
"Stigmata","PVRIS","0.16","0.02"
"Кино","Fever 333","0","0.02"
"Баста","Asking Alexandria","0.13","0.03"
"Каста","Bush","0.17","0.02"
"Oxxymiron","He-Nis-Ra","0.14","0.04"
"Motionless in White","Nova Twins","0","0"
"Falling in Reverse","Kill Everybody","0.25","0.02"
"The Killers","Unsainted","0.13","0.03"
"Halfives","Through the Glass","0","0.01"
"Каста","Afterlife","0.18","0.03"
"Oxxymiron","Animal I have become","0.27","0"
"Motionless in White","Fever","0.27","0.02"
"Каста","Anastasia","0.22","0.01"
"Oxxymiron","Raining Blood","0.22","0.02"
"Motionless in White","Bleeding","0.18","0.02"
"Каста","Smells like Teen Spirit","0.06","0.03"
"Oxxymiron","Highway to Hell","0","0.01"
"Nirvana","Smoke on the Water","0.13","0.05"
"AC/DC","Brick in the Wall","0.16","0.03"
"Led Zeppelin","You are not Alone","0.14","0.04"
"Led Zeppelin","Hysteria","0.13","0.03"
"Deep Purple","Kill Everybody","0.14","0.04"
"Michael Jackson","Unsainted","0.15","0.04"
"Muse","Through the Glass","0.06","0.03"
"Skrillex","Silverstein","0.27","0"
"Slipknot","Apocalyptica","0","0"
"Stone Sour","Captives","0.23","0"
"Avenged Sevenfold","Nightwish","0.23","0"
"Three Days Grace","Moonspell","0.23","0"
"Apocalyptica","Machine Head","0.23","0"
"Lumen","Machine Head","0.22","0"
"Biffy Clyro","Viscera","0.23","0"
"Alazka","Phantogram","0.23","0"
"Greenday","Ivy Rye","0.23","0"
"Ozzy Osbourne","Boston Manor","0.1","0.02"
"Body Count","PVRIS","0","0.06"
"Heaven Shall Burn","Fever 334","0","0.04"
"Blind Channel","Asking Alexandria","0.21","0.01"
"A War Within","Bush","0.14","0.04"
"Mayday Parade","He-Nis-Ra","0.23","0.02"
"Silverstein","Nova Twins","0.14","0.04"
"Apocalyptica","Kill Everybody","0.15","0.02"
"Lumen","Unsainted","0.22","0.01"
"Biffy Clyro","Through the Glass","0.16","0.02"
"Alazka","Afterlife","0.18","0.02"
"Greenday","Animal I have become","0.22","0.01"
"Mayday Parade","Fever","0.17","0.03"
"Silverstein","Anastasia","0","0"
"Apocalyptica","Raining Blood","0.22","0.01"
"Lumen","Bleeding","0","0.02"
"Mayday Parade","Smells like Teen Spirit","0.22","0.01"
"Silverstein","Highway to Hell","0.1","0.03"
"Apocalyptica","Smoke on the Water","0","0.01"
"Five Finger Death Punch","Brick in the Wall","0.22","0.01"
"Fozzy","You are not Alone","0.16","0.02"
"Bon Jovi","Hysteria","0.13","0.03"
"Motionless in White","Kill Everybody","0","0"
"Falling in Reverse","Unsainted","0.08","0.03"
"Metallica","Through the Glass","0.27","0.02"
"Korn","Silverstein","0.26","0.02"
"IAMX","Apocalyptica","0.14","0.04"
"Caligula's Horse","Captives","0","0"
"Каста","Nightwish","0.07","0.02"
"Oxxymiron","Moonspell","0.06","0.02"
"Nirvana","Machine Head","0.27","0.02"
"AC/DC","Machine Head","0.15","0.02"
"Led Zeppelin","Viscera","0.17","0.02"
"Led Zeppelin","Phantogram","0.12","0.05"
"Deep Purple","Ivy Rye","0.26","0.02"
"Michael Jackson","Boston Manor","0.12","0.02"
"Muse","PVRIS","0.26","0.02"
"Skrillex","Fever 335","0.16","0.02"
"Slipknot","Asking Alexandria","0.27","0.02"
"Stone Sour","Bush","0","0"
"Avenged Sevenfold","He-Nis-Ra","0.11","0.03"
"Three Days Grace","Nova Twins","0.14","0.04"
"Apocalyptica","Kill Everybody","0.13","0.02"
"Lumen","Unsainted","0.16","0.02"
"Biffy Clyro","Through the Glass","0","0"
"Alazka","Afterlife","0.03","0.02"
"Greenday","Animal I have become","0.14","0.04"
"Ozzy Osbourne","Fever","0","0"
"Body Count","Anastasia","0.14","0.04"
"Heaven Shall Burn","Raining Blood","0.27","0.02"
"Blind Channel","Bleeding","0.16","0.02"
"A War Within","Smells like Teen Spirit","0.13","0.03"
"Mayday Parade","Highway to Hell","0.27","0.02"
"Silverstein","Smoke on the Water","0","0"
"Apocalyptica","Brick in the Wall","0","0.02"
"Lumen","You are not Alone","0.26","0.02"
"Biffy Clyro","Hysteria","0.14","0.02"
"Alazka","Kill Everybody","0","0"
"Greenday","Unsainted","0","0"
"Michael Jackson","Through the Glass","0.11","0.03"
"Muse","Silverstein","0.12","0.05"
"Skrillex","Apocalyptica","0.22","0.01"
"Slipknot","Captives","0.06","0.01"
"Stone Sour","Nightwish","0.26","0.02"
"Avenged Sevenfold","Moonspell","0.21","0.01"
"Three Days Grace","Machine Head","0.16","0.02"
"Bullet for my Valentine","Machine Head","0.26","0.02"
"Slash","Viscera","0","0"
"Slayer","Phantogram","0.26","0.02"
"Five Finger Death Punch","Ivy Rye","0.2","0.01"
"Fozzy","Boston Manor","0.08","0.01"
"Bon Jovi","PVRIS","0.14","0.05"
"Motionless in White","Fever 336","0.07","0.03"
"Falling in Reverse","Asking Alexandria","0.26","0.02"
"Metallica","Bush","0.03","0.04"
"Korn","He-Nis-Ra","0.11","0.03"
"IAMX","Nova Twins","0.14","0.04"
"Oxxymiron","Kill Everybody","0.14","0.04"
"Nirvana","Unsainted","0.15","0.02"
"AC/DC","Through the Glass","0.16","0.02"
"Led Zeppelin","Afterlife","0","0"
"Led Zeppelin","Animal I have become","0.2","0.01"
"Deep Purple","Fever","0.2","0.01"
"Michael Jackson","Anastasia","0.26","0.02"
"Muse","Raining Blood","0","0"
"Skrillex","Bleeding","0.26","0.02"
"Slipknot","Smells like Teen Spirit","0","0"
"Stone Sour","Highway to Hell","0.15","0.02"
"Avenged Sevenfold","Smoke on the Water","0.16","0.02"
"Alazka","Brick in the Wall","0.21","0.01"
"Greenday","You are not Alone","0.16","0.03"
"Ozzy Osbourne","Hysteria","0.09","0.02"
"Body Count","Kill Everybody","0.24","0.02"
"Heaven Shall Burn","Unsainted","0.1","0.04"
"Blind Channel","Through the Glass","0.14","0.04"
"A War Within","Silverstein","0.21","0.01"
"Mayday Parade","Apocalyptica","0.2","0.01"
"Silverstein","Smells like Teen Spirit","0.2","0.01"
"Apocalyptica","Highway to Hell","0.14","0.04"
"Captives","Smoke on the Water","0.18","0.04"
"Nightwish","Brick in the Wall","0","0"
"Moonspell","You are not Alone","0.22","0.01"
"Machine Head","Hysteria","0","0"
"Machine Head","Kill Everybody","0.2","0.01"
"Viscera","Unsainted","0","0.02"
"Phantogram","Through the Glass","0.01","0.03"
"Ivy Rye","Afterlife","0.24","0.02"
"Boston Manor","Animal I have become","0.21","0.01"
"PVRIS","Fever","0","0"
"Fever 339","Anastasia","0.25","0.02"
"Asking Alexandria","Raining Blood","0.15","0.03"
"Bush","Bleeding","0.2","0.01"
"He-Nis-Ra","Sandpaper","0.24","0.02"
"Nova Twins","It's My Life","0","0.01"
"Nirvana","Headache","0.26","0"
"AC/DC","Silence","0.14","0.04"
"Led Zeppelin","One","0.27","0"
"Deep Purple","Cold","0.16","0.03"
"Michael Jackson","Solway Firth","0.14","0.02"
"Muse","Why not?","0.16","0.02"
"Skrillex","Stop it","0.1","0.05"
"Slipknot","I can't take this anymore","0.14","0.04"
"Stone Sour","Snow","0.22","0.01"
"Avenged Sevenfold","Hello","0.21","0.01"
"Three Days Grace","Here we go again","0","0"
"Bullet for my Valentine","Incredible","0.13","0.01"
"Slash","Summer","0.19","0.03"
"Slayer","Cold Reader","0.2","0.01"
"Five Finger Death Punch","Well","0.16","0.05"
"Fozzy","Группа крови","0","0"
"Bon Jovi","Мама","0","0"
"Motionless in White","Вокруг шум","0","0"
"Falling in Reverse","А я и не знал","0.14","0.04"
"Metallica","WTF?","0","0"
"Korn","Deutschland","0","0"
"IAMX","New-York","0.12","0.14"
"Caligula's Horse","Clown","0.2","0.01"
"The Killers","Nice boobs","0.26","0.02"
"Halfives","I don't want this","0","0.05"
"Blueshift","Anymore","0.14","0.04"
"Soilwork","Rufuss","0.27","0.02"
"Soul Extract","Mann","0.11","0.05"
"Infant Annihilator","Stupid things","0.14","0.04"
"Red","You're strange","0.21","0.01"
"Ocean Grove","Zombie","0.09","0.05"
"Stigmata","Plague","0.14","0.04"
"Кино","No more","0.27","0.02"
"Баста","Спокойная ночь","0.26","0.02"
"Каста","Моя игра","0.2","0.01"
"Oxxymiron","Smells like Teen Spirit","0.12","0.03"
"Emmure","Highway to Hell","0.13","0.02"
"RAMMSTEIN","Smoke on the Water","0.26","0.02"
"Emograte","Brick in the Wall","0.16","0.03"
"Oomph!","You are not Alone","0.18","0.02"
"Fit for a King","Hysteria","0.14","0.04"
"Code Orange","Kill Everybody","0.2","0.02"
"Aviators","Unsainted","0.2","0.01"
"Kodaline","Through the Glass","0.09","0.02"
"Led Zeppelin","Afterlife","0.14","0.04"
"Deep Purple","Animal I have become","0.12","0.03"
"Michael Jackson","Fever","0.14","0.04"
"Muse","Anastasia","0.03","0.01"
"Ocean Grove","Raining Blood","0.21","0.01"
"Stigmata","Bleeding","0.11","0.04"
"Кино","Sandpaper","0.22","0.01"
"Баста","It's My Life","0.16","0.02"
"Bullet for my Valentine","Headache","0.2","0.01"
"Slash","Silence","0","0"
"Slayer","One","0.12","0.05"
"Five Finger Death Punch","Cold","0.22","0.01"
"Fozzy","Solway Firth","0.21","0.01"
"Bon Jovi","Why not?","0.24","0.02"
"Motionless in White","Stop it","0","0"
"Falling in Reverse","I can't take this anymore","0.13","0.03"
"The Killers","Snow","0","0.03"
"Halfives","Hello","0.14","0.04"
"Blueshift","Here we go again","0.01","0.05"
"Soilwork","Incredible","0.14","0.04"
"Soul Extract","Summer","0.14","0.04"
"Infant Annihilator","Cold Reader","0.1","0.04"
"Red","Well","0.21","0.01"
"Ocean Grove","Группа крови","0.25","0.02"
"Stigmata","Мама","0.14","0.04"
"Кино","Вокруг шум","0.26","0.02"
"Баста","А я и не знал","0.23","0.03"
"Каста","WTF?","0.05","0.01"
"Oxxymiron","Deutschland","0","0"
"Motionless in White","New-York","0.05","0.02"
"Falling in Reverse","Clown","0.26","0.02"
"The Killers","Nice boobs","0.15","0.02"
"Halfives","I don't want this","0.14","0.04"
"Каста","Anymore","0","0"
"Oxxymiron","Rufuss","0.21","0.01"
"Motionless in White","Mann","0.15","0.03"
"Каста","Stupid things","0.11","0.16"
"Oxxymiron","You're strange","0","0"
"Motionless in White","Zombie","0.14","0.02"
"Каста","Plague","0.26","0.02"
"Oxxymiron","No more","0","0"
"Nirvana","Спокойная ночь","0.14","0.04"
"AC/DC","Моя игра","0","0.01"
"Led Zeppelin","Smells like Teen Spirit","0","0"
"Led Zeppelin","Highway to Hell","0","0.02"
"Deep Purple","Smoke on the Water","0.24","0.02"
"Michael Jackson","Brick in the Wall","0.09","0.03"
"Muse","You are not Alone","0.21","0.01"
"Skrillex","Hysteria","0.25","0.02"
"Slipknot","Kill Everybody","0.25","0.02"
"Stone Sour","Unsainted","0.11","0.04"
"Avenged Sevenfold","Through the Glass","0.15","0.02"
"Three Days Grace","Afterlife","0.14","0.04"
"Apocalyptica","Animal I have become","0.21","0.01"
"Lumen","Fever","0.14","0.04"
"Biffy Clyro","Anastasia","0.14","0.04"
"Alazka","Raining Blood","0","0.01"
"Greenday","Bleeding","0.22","0.02"
"Ozzy Osbourne","Sandpaper","0.17","0.02"
"Body Count","It's My Life","0","0.01"
"Heaven Shall Burn","Headache","0.14","0.04"
"Blind Channel","Silence","0.2","0"
"A War Within","One","0.22","0.03"
"Mayday Parade","Cold","0.04","0.05"
"Silverstein","Solway Firth","0","0"
"Apocalyptica","Why not?","0.06","0.02"
"Lumen","Stop it","0","0"
"Biffy Clyro","I can't take this anymore","0","0"
"Alazka","Snow","0.26","0.02"
"Greenday","Hello","0","0.03"
